id,target,time_of_event,time_of_alert
zRZ9PJguIfE_001741__pre,0,,
0qfbmt4G8Rw_001060,1,5.100,
0qfbmt4G8Rw_001060__pre,0,,
y4Evv5By6sg_004945,1,7.100,
y4Evv5By6sg_004945__pre,0,,
xjbbH74SwTg_004246,1,4.800,
xjbbH74SwTg_004246__pre,0,,
UKBuDqU8qTM_005330,1,3.500,
UKBuDqU8qTM_005330__pre,0,,
qzMjfBx1KI0_005285,1,2.400,
qzMjfBx1KI0_005285__pre,0,,
ruiSuGHJf6Q_003458,1,4.100,
ruiSuGHJf6Q_003458__pre,0,,
bFGmOp9H3MA_004652,1,1.600,
Hkui6PJboFg_001217,1,3.200,
Hkui6PJboFg_001217__pre,0,,
GdyJqgxlSxs_002754,1,1.300,
HzVbo46kkBA_005295,1,6.700,
HzVbo46kkBA_005295__pre,0,,
ZIts2XH28SA_000772,1,3.100,
ZIts2XH28SA_000772__pre,0,,
RASKiMoxhOE_003858,1,6.800,
RASKiMoxhOE_003858__pre,0,,
cfrLchAShxQ_002362,1,2.100,
cfrLchAShxQ_002362__pre,0,,
lmykriTbncM_004634,1,2.700,
lmykriTbncM_004634__pre,0,,
sUbP4j8rAic_004929,1,4.700,
sUbP4j8rAic_004929__pre,0,,
1u69z-wsDIc_002449,1,5.400,
1u69z-wsDIc_002449__pre,0,,
ujVRDgGVzlQ_001835,1,2.900,
ujVRDgGVzlQ_001835__pre,0,,
gZbGLa253Ak_002607,1,4.100,
gZbGLa253Ak_002607__pre,0,,
OPj7lUQOre8_001011,1,4.800,
OPj7lUQOre8_001011__pre,0,,
y1vGuUK0db4_005890,1,5.400,
y1vGuUK0db4_005890__pre,0,,
K1r3m5OrmB4_001992,1,1.300,
sUbP4j8rAic_004829,1,3.500,
sUbP4j8rAic_004829__pre,0,,
HaC3LrJiTmQ_005341,1,2.800,
HaC3LrJiTmQ_005341__pre,0,,
fHUJcUaW2mE_003831,1,2.700,
fHUJcUaW2mE_003831__pre,0,,
p-fBcE77G4c_005214,1,4.000,
p-fBcE77G4c_005214__pre,0,,
Hx8FMhmdOQU_004558,1,3.700,
Hx8FMhmdOQU_004558__pre,0,,
t4Cvbdtebk0_003935,1,4.300,
t4Cvbdtebk0_003935__pre,0,,
GDejMONyY4U_001571,1,3.200,
GDejMONyY4U_001571__pre,0,,
O9uvBFovKj8_002109,1,1.200,
UOjQsfDXjO0_004803,1,4.400,
UOjQsfDXjO0_004803__pre,0,,
HaC3LrJiTmQ_001857,1,5.900,
HaC3LrJiTmQ_001857__pre,0,,
Vtpe3HAIEm4_001775,1,3.800,
Vtpe3HAIEm4_001775__pre,0,,
T89zSiaMNgM_001295,1,2.500,
T89zSiaMNgM_001295__pre,0,,
gZbGLa253Ak_002384,1,4.100,
gZbGLa253Ak_002384__pre,0,,
OPj7lUQOre8_000891,1,5.300,
OPj7lUQOre8_000891__pre,0,,
2SAby_5t94M_001507,1,1.300,
uFwnmh0GpBo_000491,1,3.400,
uFwnmh0GpBo_000491__pre,0,,
W6YrlYyWguc_002233,1,2.700,
W6YrlYyWguc_002233__pre,0,,
xpOyD-qrQUw_005320,1,2.800,
xpOyD-qrQUw_005320__pre,0,,
p8q77QzOdUs_001721,1,2.800,
p8q77QzOdUs_001721__pre,0,,
lKMwX4nA64k_005054,1,1.500,
HaC3LrJiTmQ_000682,1,4.500,
HaC3LrJiTmQ_000682__pre,0,,
t_bCDlNOhJc_001102,1,4.300,
t_bCDlNOhJc_001102__pre,0,,
VxWJchENocA_001082,1,1.400,
gXezhrOijmQ_004598,1,3.300,
gXezhrOijmQ_004598__pre,0,,
dZG1VKsgs60_003247,1,2.900,
dZG1VKsgs60_003247__pre,0,,
7uTMZ5-aWKA_004187,1,5.000,
7uTMZ5-aWKA_004187__pre,0,,
Tsl84N96WM8_003526,1,3.100,
Tsl84N96WM8_003526__pre,0,,
LfKfK4I5RPE_001562,1,3.500,
LfKfK4I5RPE_001562__pre,0,,
T89zSiaMNgM_002766,1,3.200,
T89zSiaMNgM_002766__pre,0,,
sUbP4j8rAic_005403,1,3.300,
sUbP4j8rAic_005403__pre,0,,
3tEZvtQZ18Q_003105,1,10.900,
3tEZvtQZ18Q_003105__pre,0,,
QERvirE3S5s_005021,1,3.800,
QERvirE3S5s_005021__pre,0,,
K1r3m5OrmB4_003191,1,2.400,
K1r3m5OrmB4_003191__pre,0,,
EY8x-fyQkbk_006019,1,4.000,
EY8x-fyQkbk_006019__pre,0,,
vZSr9dhRxlE_004758,1,2.600,
vZSr9dhRxlE_004758__pre,0,,
xjbbH74SwTg_003362,1,4.200,
xjbbH74SwTg_003362__pre,0,,
5vKPYV5w6pw_003454,1,1.300,
T89zSiaMNgM_002240,1,2.400,
T89zSiaMNgM_002240__pre,0,,
qzMjfBx1KI0_005498,1,0.500,
vdLn-qswnRo_004490,1,5.900,
vdLn-qswnRo_004490__pre,0,,
pOJpwWmEcFg_005803,1,5.600,
pOJpwWmEcFg_005803__pre,0,,
Vtpe3HAIEm4_004510,1,4.000,
Vtpe3HAIEm4_004510__pre,0,,
UjkeNSr2dXQ_005839,1,2.100,
UjkeNSr2dXQ_005839__pre,0,,
UOjQsfDXjO0_004496,1,5.000,
UOjQsfDXjO0_004496__pre,0,,
gXezhrOijmQ_004978,1,6.800,
gXezhrOijmQ_004978__pre,0,,
xVfPBzDnI2Q_000062,1,3.200,
xVfPBzDnI2Q_000062__pre,0,,
UOjQsfDXjO0_002917,1,3.800,
UOjQsfDXjO0_002917__pre,0,,
yr0gNIxRluE_001576,1,1.800,
sUbP4j8rAic_000700,1,3.000,
sUbP4j8rAic_000700__pre,0,,
Hx8FMhmdOQU_004132,1,3.900,
Hx8FMhmdOQU_004132__pre,0,,
kjVywUi1WK4_001101,1,1.400,
UbDCiQVuzPY_001695,1,3.200,
UbDCiQVuzPY_001695__pre,0,,
Hx8FMhmdOQU_002672,1,2.600,
Hx8FMhmdOQU_002672__pre,0,,
LfKfK4I5RPE_004409,1,4.600,
LfKfK4I5RPE_004409__pre,0,,
xVfPBzDnI2Q_003321,1,2.300,
xVfPBzDnI2Q_003321__pre,0,,
Pbw0A-RCjcw_000326,1,2.000,
Pbw0A-RCjcw_000326__pre,0,,
P5MjgFmqouA_003765,1,5.900,
P5MjgFmqouA_003765__pre,0,,
9Q0FCoNxL8I_002980,1,4.200,
9Q0FCoNxL8I_002980__pre,0,,
vdLn-qswnRo_000951,1,6.500,
vdLn-qswnRo_000951__pre,0,,
Z9K13eBUwJM_000974,1,3.300,
Z9K13eBUwJM_000974__pre,0,,
8dI7OolIEXY_002985,1,0.400,
bI9JzQSrEGo_001403,1,0.300,
3tEZvtQZ18Q_003008,1,2.900,
3tEZvtQZ18Q_003008__pre,0,,
RASKiMoxhOE_005633,1,2.500,
RASKiMoxhOE_005633__pre,0,,
Z9K13eBUwJM_001587,1,3.700,
Z9K13eBUwJM_001587__pre,0,,
RPNiqsdt6-w_004534,1,3.300,
RPNiqsdt6-w_004534__pre,0,,
ha-IeID24As_001647,1,3.000,
ha-IeID24As_001647__pre,0,,
7uTMZ5-aWKA_000970,1,4.200,
7uTMZ5-aWKA_000970__pre,0,,
xjbbH74SwTg_002887,1,3.500,
xjbbH74SwTg_002887__pre,0,,
pQdl0apLT70_001545,1,3.400,
pQdl0apLT70_001545__pre,0,,
2SAby_5t94M_002862,1,2.100,
2SAby_5t94M_002862__pre,0,,
uFwnmh0GpBo_002228,1,4.200,
uFwnmh0GpBo_002228__pre,0,,
lKMwX4nA64k_005278,1,1.900,
bFGmOp9H3MA_004484,1,3.000,
bFGmOp9H3MA_004484__pre,0,,
3tEZvtQZ18Q_002879,1,6.700,
3tEZvtQZ18Q_002879__pre,0,,
3Sqeb-l1RPA_004716,1,3.200,
3Sqeb-l1RPA_004716__pre,0,,
1u69z-wsDIc_001348,1,3.800,
1u69z-wsDIc_001348__pre,0,,
uO2zGO5ydBc_005037,1,3.700,
uO2zGO5ydBc_005037__pre,0,,
gDjeTHGWX9c_000257,1,2.500,
gDjeTHGWX9c_000257__pre,0,,
xjbbH74SwTg_005521,1,2.900,
xjbbH74SwTg_005521__pre,0,,
d2SCftR5sWc_004173,1,2.800,
d2SCftR5sWc_004173__pre,0,,
ecRog9N1Qf0_004762,1,3.200,
ecRog9N1Qf0_004762__pre,0,,
Tsl84N96WM8_005383,1,6.000,
Tsl84N96WM8_005383__pre,0,,
7uTMZ5-aWKA_001400,1,1.100,
gXezhrOijmQ_005088,1,2.200,
gXezhrOijmQ_005088__pre,0,,
nHvTqyRntbY_005122,1,2.000,
nHvTqyRntbY_005122__pre,0,,
LfKfK4I5RPE_005001,1,2.600,
LfKfK4I5RPE_005001__pre,0,,
dZG1VKsgs60_005312,1,4.400,
dZG1VKsgs60_005312__pre,0,,
Hx8FMhmdOQU_005480,1,2.500,
Hx8FMhmdOQU_005480__pre,0,,
gXezhrOijmQ_005245,1,3.600,
gXezhrOijmQ_005245__pre,0,,
t4Cvbdtebk0_004045,1,5.500,
t4Cvbdtebk0_004045__pre,0,,
T89zSiaMNgM_005313,1,1.900,
Eq7_uD2yN5Y_005193,1,4.900,
Eq7_uD2yN5Y_005193__pre,0,,
h55PiQMnlJY_003350,1,3.200,
h55PiQMnlJY_003350__pre,0,,
kld-iYpdjyo_000051,1,3.800,
kld-iYpdjyo_000051__pre,0,,
yr0gNIxRluE_005140,1,2.800,
yr0gNIxRluE_005140__pre,0,,
UKBuDqU8qTM_004529,1,6.800,
UKBuDqU8qTM_004529__pre,0,,
UjkeNSr2dXQ_001723,1,5.600,
UjkeNSr2dXQ_001723__pre,0,,
CyeT8rEQOpQ_003285,1,8.300,
CyeT8rEQOpQ_003285__pre,0,,
OWtbKblBOKI_006128,1,3.500,
OWtbKblBOKI_006128__pre,0,,
xjbbH74SwTg_005163,1,6.000,
xjbbH74SwTg_005163__pre,0,,
HaC3LrJiTmQ_003988,1,3.800,
HaC3LrJiTmQ_003988__pre,0,,
0qfbmt4G8Rw_004575,1,2.200,
0qfbmt4G8Rw_004575__pre,0,,
t_bCDlNOhJc_004876,1,8.800,
t_bCDlNOhJc_004876__pre,0,,
dZG1VKsgs60_004299,1,7.600,
dZG1VKsgs60_004299__pre,0,,
T89zSiaMNgM_002906,1,5.000,
T89zSiaMNgM_002906__pre,0,,
0z7J7rOpTic_005931,1,3.300,
0z7J7rOpTic_005931__pre,0,,
T7TkJVmGyts_002778,1,2.800,
T7TkJVmGyts_002778__pre,0,,
DSBGS6aRzgc_004668,1,6.700,
DSBGS6aRzgc_004668__pre,0,,
fb5i7JlmJdg_005553,1,3.100,
fb5i7JlmJdg_005553__pre,0,,
JkYzYrJpSoQ_003579,1,2.900,
JkYzYrJpSoQ_003579__pre,0,,
d2SCftR5sWc_004821,1,3.500,
d2SCftR5sWc_004821__pre,0,,
3tEZvtQZ18Q_004250,1,2.800,
3tEZvtQZ18Q_004250__pre,0,,
CyeT8rEQOpQ_005359,1,2.700,
CyeT8rEQOpQ_005359__pre,0,,
yr0gNIxRluE_004998,1,2.600,
yr0gNIxRluE_004998__pre,0,,
y4Evv5By6sg_005319,1,3.200,
y4Evv5By6sg_005319__pre,0,,
pOJpwWmEcFg_001728,1,3.400,
pOJpwWmEcFg_001728__pre,0,,
y1vGuUK0db4_004742,1,1.700,
nvVk7L3GrJQ_003405,1,4.200,
nvVk7L3GrJQ_003405__pre,0,,
xjbbH74SwTg_005290,1,4.000,
xjbbH74SwTg_005290__pre,0,,
oZaUkhs_H-s_001157,1,3.600,
oZaUkhs_H-s_001157__pre,0,,
fsqORUrKLYg_000551,1,5.200,
fsqORUrKLYg_000551__pre,0,,
JHfjuFrnpjA_001839,1,2.600,
JHfjuFrnpjA_001839__pre,0,,
p-fBcE77G4c_002655,1,3.200,
p-fBcE77G4c_002655__pre,0,,
kld-iYpdjyo_001920,1,2.100,
kld-iYpdjyo_001920__pre,0,,
D_pyFV4nKd4_004800,1,4.800,
D_pyFV4nKd4_004800__pre,0,,
p8q77QzOdUs_001272,1,3.600,
p8q77QzOdUs_001272__pre,0,,
JkYzYrJpSoQ_005206,1,3.200,
JkYzYrJpSoQ_005206__pre,0,,
u33fdjUY_Iw_004735,1,4.700,
u33fdjUY_Iw_004735__pre,0,,
cfrLchAShxQ_000310,1,2.500,
cfrLchAShxQ_000310__pre,0,,
Rrcjy5t8b20_004287,1,2.300,
Rrcjy5t8b20_004287__pre,0,,
DyzL2sahobA_001156,1,2.900,
DyzL2sahobA_001156__pre,0,,
Z9K13eBUwJM_001407,1,3.500,
Z9K13eBUwJM_001407__pre,0,,
L334aqEJxys_005087,1,4.400,
L334aqEJxys_005087__pre,0,,
0qfbmt4G8Rw_004758,1,4.100,
0qfbmt4G8Rw_004758__pre,0,,
Hd2IzHAfkCI_003500,1,3.800,
Hd2IzHAfkCI_003500__pre,0,,
pQdl0apLT70_003769,1,3.000,
pQdl0apLT70_003769__pre,0,,
pWZSG2cUdEo_001889,1,4.600,
pWZSG2cUdEo_001889__pre,0,,
ahKX0rtdMJc_000672,1,2.600,
ahKX0rtdMJc_000672__pre,0,,
sUbP4j8rAic_001340,1,4.000,
sUbP4j8rAic_001340__pre,0,,
HzVbo46kkBA_002077,1,6.200,
HzVbo46kkBA_002077__pre,0,,
HzVbo46kkBA_004044,1,2.200,
HzVbo46kkBA_004044__pre,0,,
IOoVklIZLMw_003025,1,9.200,
IOoVklIZLMw_003025__pre,0,,
Vtpe3HAIEm4_004397,1,6.500,
Vtpe3HAIEm4_004397__pre,0,,
Tsl84N96WM8_003181,1,1.500,
IQwS7BEjUxM_001978,1,3.900,
IQwS7BEjUxM_001978__pre,0,,
fb5i7JlmJdg_003688,1,3.800,
fb5i7JlmJdg_003688__pre,0,,
xpOyD-qrQUw_001664,1,3.200,
xpOyD-qrQUw_001664__pre,0,,
xpOyD-qrQUw_003846,1,4.000,
xpOyD-qrQUw_003846__pre,0,,
8dI7OolIEXY_004734,1,3.200,
8dI7OolIEXY_004734__pre,0,,
8dI7OolIEXY_001461,1,3.200,
8dI7OolIEXY_001461__pre,0,,
4K_6s1n6BpU_004012,1,6.300,
4K_6s1n6BpU_004012__pre,0,,
Hd2IzHAfkCI_003280,1,0.900,
fdvMUP8qvzw_005325,1,1.500,
88LcRU7uEFE_005516,1,3.000,
88LcRU7uEFE_005516__pre,0,,
Hd2IzHAfkCI_001302,1,3.700,
Hd2IzHAfkCI_001302__pre,0,,
mrIFkGZbNjc_002780,1,4.700,
mrIFkGZbNjc_002780__pre,0,,
YBEYOS3A3Ic_000667,1,4.200,
YBEYOS3A3Ic_000667__pre,0,,
T89zSiaMNgM_005466,1,5.100,
T89zSiaMNgM_005466__pre,0,,
mrIFkGZbNjc_002430,1,3.300,
mrIFkGZbNjc_002430__pre,0,,
uO2zGO5ydBc_002821,1,3.500,
uO2zGO5ydBc_002821__pre,0,,
1u69z-wsDIc_001685,1,4.100,
1u69z-wsDIc_001685__pre,0,,
fTmYppzzloc_000202,1,4.300,
fTmYppzzloc_000202__pre,0,,
DSBGS6aRzgc_004516,1,2.900,
DSBGS6aRzgc_004516__pre,0,,
HeK6zbf8I9Y_005063,1,2.000,
HeK6zbf8I9Y_005063__pre,0,,
p8q77QzOdUs_000732,1,5.300,
p8q77QzOdUs_000732__pre,0,,
GRDP68ucrBM_001523,1,2.100,
GRDP68ucrBM_001523__pre,0,,
Hx8FMhmdOQU_004851,1,6.700,
Hx8FMhmdOQU_004851__pre,0,,
pQdl0apLT70_005068,1,2.800,
pQdl0apLT70_005068__pre,0,,
7uTMZ5-aWKA_004722,1,3.200,
7uTMZ5-aWKA_004722__pre,0,,
5vKPYV5w6pw_000773,1,4.100,
5vKPYV5w6pw_000773__pre,0,,
J_ggxJD3Uy8_002552,1,1.800,
ruiSuGHJf6Q_001791,1,7.100,
ruiSuGHJf6Q_001791__pre,0,,
cfrLchAShxQ_003896,1,5.000,
cfrLchAShxQ_003896__pre,0,,
UOjQsfDXjO0_004258,1,6.400,
UOjQsfDXjO0_004258__pre,0,,
Hd2IzHAfkCI_002728,1,5.200,
Hd2IzHAfkCI_002728__pre,0,,
EJ4VM9wLNXQ_001061,1,4.800,
EJ4VM9wLNXQ_001061__pre,0,,
GDejMONyY4U_004921,1,5.700,
GDejMONyY4U_004921__pre,0,,
Izf9l3VWQuo_001135,1,3.900,
Izf9l3VWQuo_001135__pre,0,,
1u69z-wsDIc_005779,1,10.100,
1u69z-wsDIc_005779__pre,0,,
Tsl84N96WM8_000075,1,10.300,
Tsl84N96WM8_000075__pre,0,,
sdqIDbZJfy0_005607,1,3.700,
sdqIDbZJfy0_005607__pre,0,,
3tEZvtQZ18Q_001262,1,4.800,
3tEZvtQZ18Q_001262__pre,0,,
pQdl0apLT70_000575,1,3.800,
pQdl0apLT70_000575__pre,0,,
RPNiqsdt6-w_002660,1,4.900,
RPNiqsdt6-w_002660__pre,0,,
Eq7_uD2yN5Y_004049,1,3.800,
Eq7_uD2yN5Y_004049__pre,0,,
ujVRDgGVzlQ_005407,1,1.900,
Hkui6PJboFg_001910,1,2.300,
Hkui6PJboFg_001910__pre,0,,
3sGShQb_HwU_005692,1,1.200,
oZaUkhs_H-s_000721,1,5.700,
oZaUkhs_H-s_000721__pre,0,,
IOoVklIZLMw_003879,1,6.500,
IOoVklIZLMw_003879__pre,0,,
fb5i7JlmJdg_005052,1,1.700,
cfrLchAShxQ_000061,1,3.100,
cfrLchAShxQ_000061__pre,0,,
JkYzYrJpSoQ_000805,1,5.000,
JkYzYrJpSoQ_000805__pre,0,,
EY8x-fyQkbk_006155,1,2.800,
EY8x-fyQkbk_006155__pre,0,,
JkYzYrJpSoQ_004658,1,4.200,
JkYzYrJpSoQ_004658__pre,0,,
Hd2IzHAfkCI_001977,1,5.300,
Hd2IzHAfkCI_001977__pre,0,,
t4Cvbdtebk0_001663,1,4.900,
t4Cvbdtebk0_001663__pre,0,,
yB6fjM1UUC0_001057,1,7.400,
yB6fjM1UUC0_001057__pre,0,,
UKBuDqU8qTM_002730,1,3.800,
UKBuDqU8qTM_002730__pre,0,,
JkYzYrJpSoQ_000665,1,5.300,
JkYzYrJpSoQ_000665__pre,0,,
bhA2ckvE-TQ_002322,1,3.700,
bhA2ckvE-TQ_002322__pre,0,,
DpQBo4gb6Lw_005793,1,2.900,
DpQBo4gb6Lw_005793__pre,0,,
J-j5eIHg8I0_005190,1,6.300,
J-j5eIHg8I0_005190__pre,0,,
QERvirE3S5s_003989,1,1.200,
jFFhYwgepmY_005142,1,7.800,
jFFhYwgepmY_005142__pre,0,,
cfrLchAShxQ_004989,1,4.100,
cfrLchAShxQ_004989__pre,0,,
PYL3JcSsS6o_002198,1,3.200,
PYL3JcSsS6o_002198__pre,0,,
bhA2ckvE-TQ_005064,1,5.300,
bhA2ckvE-TQ_005064__pre,0,,
nvVk7L3GrJQ_005883,1,4.200,
nvVk7L3GrJQ_005883__pre,0,,
T89zSiaMNgM_000927,1,8.200,
T89zSiaMNgM_000927__pre,0,,
gDjeTHGWX9c_002004,1,1.700,
qzMjfBx1KI0_001586,1,2.900,
qzMjfBx1KI0_001586__pre,0,,
QeuzUfHIWYU_005777,1,3.700,
QeuzUfHIWYU_005777__pre,0,,
3tEZvtQZ18Q_004640,1,3.700,
3tEZvtQZ18Q_004640__pre,0,,
JkYzYrJpSoQ_000073,1,3.900,
JkYzYrJpSoQ_000073__pre,0,,
Vtpe3HAIEm4_002242,1,3.600,
Vtpe3HAIEm4_002242__pre,0,,
O9uvBFovKj8_005062,1,2.300,
O9uvBFovKj8_005062__pre,0,,
QERvirE3S5s_001290,1,4.400,
QERvirE3S5s_001290__pre,0,,
kjVywUi1WK4_001570,1,3.300,
kjVywUi1WK4_001570__pre,0,,
h55PiQMnlJY_003976,1,7.900,
h55PiQMnlJY_003976__pre,0,,
4K_6s1n6BpU_005048,1,4.300,
4K_6s1n6BpU_005048__pre,0,,
jFFhYwgepmY_005473,1,3.700,
jFFhYwgepmY_005473__pre,0,,
gZbGLa253Ak_001881,1,2.500,
gZbGLa253Ak_001881__pre,0,,
HaC3LrJiTmQ_002100,1,2.600,
HaC3LrJiTmQ_002100__pre,0,,
Nc9SDBksPPA_005387,1,3.200,
Nc9SDBksPPA_005387__pre,0,,
EY8x-fyQkbk_006334,1,1.500,
ruiSuGHJf6Q_002447,1,7.400,
ruiSuGHJf6Q_002447__pre,0,,
h55PiQMnlJY_001383,1,5.300,
h55PiQMnlJY_001383__pre,0,,
UOjQsfDXjO0_005033,1,4.400,
UOjQsfDXjO0_005033__pre,0,,
88LcRU7uEFE_002425,1,3.700,
88LcRU7uEFE_002425__pre,0,,
bhA2ckvE-TQ_005769,1,3.000,
bhA2ckvE-TQ_005769__pre,0,,
ujVRDgGVzlQ_003210,1,8.900,
ujVRDgGVzlQ_003210__pre,0,,
fWJbp43k644_003647,1,3.000,
fWJbp43k644_003647__pre,0,,
e3hXj7S3QyA_001070,1,2.600,
e3hXj7S3QyA_001070__pre,0,,
Hx8FMhmdOQU_002154,1,1.800,
jFFhYwgepmY_001858,1,5.500,
jFFhYwgepmY_001858__pre,0,,
W6YrlYyWguc_005687,1,4.800,
W6YrlYyWguc_005687__pre,0,,
3u_CIo9IaWo_001784,1,4.600,
3u_CIo9IaWo_001784__pre,0,,
4wKjxDXnmYs_003732,1,2.700,
4wKjxDXnmYs_003732__pre,0,,
